과목,시험,번호,고를 수 있는 단원,그림,출제의도,문제글 앞부분
미적분Ⅱ,26학년도 수능 미적,29,적분법|수열의 극한|미분법,suneung/002_29.png,조건을 만족시키는 등차,"29.첫째항과공차가같은등차수열{an}과등비수열{bn}이다음조건을만족시킨다.어떤자연수k에대하여1b_(k+i)=-1(i=1,2,3"
미적분Ⅱ,27학년도 6월 미적,25,적분법|수열의 극한|미분법,n2706mp/002_25.png,등차수열의 일반항을 구,"25.공차가3인두등차수열{an},{bn}의첫째항이^∞1각각4,7일때,Σ의값은?[3점]n=1^an^bn11115"
미적분Ⅱ,27학년도 6월 미적,27,적분법|수열의 극한|미분법,n2706mp/002_27.png,좌표평면 위를 움직이,"27.좌표평면위를움직이는점P가있다.(22)π3π시각이t<t<일때점P의위치(x,y)가x=at+tant,_y=1+sect3π이다."
확통,18학년도 수능 가형,6,통계|확률|경우의 수,suneung/078_06.png,,8(x)^246.x+의전개식에서x의계수는?[3점]
확통,18학년도 수능 가형,22,통계|확률|경우의 수,suneung/078_22.png,,22.5C_3의값을구하시오.[3점]
확통,18학년도 수능 나형,12,통계|확률|경우의 수,suneung/079_12.png,,8(x)^2412.x+의전개식에서x의계수는?[3점]
확통,18학년도 수능 나형,22,통계|확률|경우의 수,suneung/079_22.png,,22.5C_3의값을구하시오.[3점]
확통,19학년도 9월 나형,21,통계|확률|경우의 수,suneung/075_21.png,사차함수의 그래프의 특,21.사차함수f(x)=x^4+ax^2+b에대하여x≥0에서정의된함수g(x)=∫-_x^(2x){f(t)-|f(t)|}dt가다음조건
확통,2018년 10월 고3 나형,22,통계|확률|경우의 수,go3/097_22.png,,22.4P_(2+4)∏_2의값을구하시오.[3점]
확통,2018년 9월 고2 가형,19,통계|확률|경우의 수,go2x/026_19.png,,"19.2이상의자연수n에대하여좌표평면위의두원C_1:x^2+_y^2=(n-1)^2,C_2:(x-n)^2+_y^2=n^2이만나는서로"
확통,2020년 4월 고3 나형,12,통계|확률|경우의 수,go3/085_12.png,,방정식을만족시키는자연수xyzw의모든순서쌍xyzw의개수는3점
확통,2021년 4월 고3 확통,27,통계|확률|경우의 수,go3/073_27.png,,"n27.자연수n에대하여f(n)=Σ_(2n+1)C_(2k)일때,f(n)=1023을k=1만족시키는n의값은?[3점]"
확통,2021년 4월 고3 확통,30,통계|확률|경우의 수,go3/073_30.png,,"30.다음조건을만족시키는14이하의네자연수x_1,x_2,x_3,x_4의모든순서쌍(x_1,x_2,x_3,x_4)의개수를구하시오.["
확통,2022년 7월 고3 확통,23,통계|확률|경우의 수,go3/053_23.png,벡터의 평행 계산하기,23.다항식(4x+1)^6의전개식에서x의계수는?[2점]
확통,2022년 7월 고3 확통,28,통계|확률|경우의 수,go3/053_28.png,타원의 정의를 활용하여 추론하기,"28.두집합X={1,2,3,4,5,6},Y={1,2,3,4,5}에대하여다음조건을만족시키는X에서Y로의함수f의개수는?[4점](가)"
확통,2023년 7월 고3 확통,23,통계|확률|경우의 수,go3/037_23.png,벡터의 덧셈 계산하기,23.다항식(x^2+2)^6의전개식에서x^8의계수는?[2점]
확통,2023년 7월 고3 확통,30,통계|확률|경우의 수,go3/037_30.png,정사영을 활용하여 문제 해결하기,"30.집합X={1,2,3,4,5,6,7}에대하여다음조건을만족시키는함수f:X→X의개수를구하시오.[4점](가)f(7)-f(1)=3"
확통,2024년 5월 고3 확통,26,통계|확률|경우의 수,go3/025_26.png,중ßá열 이해하기,"26.두집합X={1,2,3,4,5},Y={1,2,3,4}에대하여다음조건을만족시키는함수_f:X→Y의개수는?[3점](가)f(1)+"
확통,2024년 5월 고3 확통,27,통계|확률|경우의 수,go3/025_27.png,같은 ç이 Ö는 á열 이해하기,"27.다음조건을만족시키는10이하의자연수a,b,C,d의모든순서쌍(a,b,C,d)의개수는?[3점](가)a×b×C×d=108(나)a"
확통,2025년 7월 고3 확통,23,통계|확률|경우의 수,go3/005_23.png,벡터의 합 계산하기,23._4∏_3의값은?[2점]
확통,2025년 7월 고3 확통,26,통계|확률|경우의 수,go3/005_26.png,쌍곡선의 성질 이해하기,"26.다항식(1+ax)(2+x)^5의전개식에서x^3의계수와x^4의계수의합이290일때,양수a의값은?[3점]"
확통,2025년 7월 고3 확통,28,통계|확률|경우의 수,go3/005_28.png,포물선의 성질을 활용하여 문제 해결하기,"28.집합X={1,2,3,4,5,6}에대하여다음조건을만족시키는함수f:X→X의개수는?[4점](가)f(1)≤f(2)≤f(3)≤f("
확통,20학년도 9월 가형,4,통계|확률|경우의 수,suneung/068_04.png,곱의 법칙을 이용하여 경,4.다음조건을만족시키는두자리의자연수의개수는?[3점](가)2의배수이다.(나)십의자리의수는6의약수이다.
확통,21학년도 수능 가형,4,통계|확률|경우의 수,suneung/060_04.png,,두사건ab에대하여일때pab의값은3점
확통,21학년도 수능 가형,22,통계|확률|경우의 수,suneung/060_22.png,,의전개식에서의계수를구하시오3점
확통,21학년도 수능 나형,13,통계|확률|경우의 수,suneung/061_13.png,,집합x에대하여다음조건을만족시키는함수fxx의개수는3점
확통,22학년도 6월 확통,23,통계|확률|경우의 수,suneung/057_23.png,두 벡터의 평행 조건을,23.다항식(2x+1)^5의전개식에서x^3의계수는?[2점]
확통,22학년도 9월 확통,28,통계|확률|경우의 수,suneung/053_28.png,조건을 만족시키는 함수,"28.집합X={1,2,3,4,5,6}에대하여다음조건을만족시키는함수f:X→X의개수는?[4점](가)f(3)+f(4)는5의배수이다."
확통,22학년도 수능 확통,23,통계|확률|경우의 수,suneung/049_23.png,,23.다항식(x+2)^7의전개식에서x^5의계수는?[2점]
확통,22학년도 수능 확통,25,통계|확률|경우의 수,suneung/049_25.png,,"25.다음조건을만족시키는자연수a,b,C,d,e의모든순서쌍(a,b,C,d,e)의개수는?[3점](가)a+b+C+d+e=12(나)|"
확통,22학년도 수능 확통,28,통계|확률|경우의 수,suneung/049_28.png,,"28.두집합X={1,2,3,4,5},Y={1,2,3,4}에대하여다음조건을만족시키는X에서Y로의함수f의개수는?[4점](가)집합X의"
확통,23학년도 9월 확통,30,통계|확률|경우의 수,suneung/041_30.png,조건을 만족시키는 함수,"30.집합X={1,2,3,4,5}와함수f:X→X에대하여함수f의치역을A,합성함수f∘f의치역을B라할때,다음조건을만족시키는함수f의개"
확통,23학년도 수능 확통,30,통계|확률|경우의 수,suneung/037_30.png,조건을 만족시키는 함수,30.집합X={x|x는10이하의자연수}에대하여다음조건을만족시키는함수f:X→X의개수를구하시오.[4점](가)9이하의모든자연수x에대
확통,24학년도 9월 확통,30,통계|확률|경우의 수,suneung/029_30.png,벡터의 내적을 이용하여,"30.다음조건을만족시키는13이하의자연수a,b,C,d의모든순서쌍(a,b,C,d)의개수를구하시오.[4점](가)a≤b≤C≤d(나)a"
확통,24학년도 수능 확통,29,통계|확률|경우의 수,suneung/025_29.png,,"29.다음조건을만족시키는6이하의자연수a,b,C,d의모든순서쌍(a,b,C,d)의개수를구하시오.[4점]a≤C≤d이고b≤C≤d이다."
확통,25학년도 수능 확통,28,통계|확률|경우의 수,suneung/013_28.png,,"28.집합X={1,2,3,4,5,6}에대하여다음조건을만족시키는함수f:X→X의개수는?[4점](가)f(1)×f(6)의값이6의약수이"
확통,26학년도 6월 확통,25,통계|확률|경우의 수,suneung/009_25.png,법선벡터를 이용하여 직,25.다항식(2x-1)^5(x+1)의전개식에서x^3의계수는?[3점]
확통,26학년도 6월 확통,30,통계|확률|경우의 수,suneung/009_30.png,벡터의 성질과 내적을,"30.집합X={1,2,3,4,5}에대하여다음조건을만족시키는함수f:X→X의개수를구하시오.[4점](가)x=1,2,3,4일때_f(x"
확통,27학년도 9월 확통,25,통계|확률|경우의 수,n2709mp/001_25.png,,425.(2x^3+x1_2)의전개식에서x^2의계수는?[3점]
확통,27학년도 9월 확통,29,통계|확률|경우의 수,n2709mp/001_29.png,,"29.다음조건을만족시키는자연수a,b,C,d의모든순서쌍(a,b,C,d)의개수를구하시오.[4점](가)a+b+C+d=142(나)10"
